Text,Label,ID,Offsets,,,
"To learn more, we invite you to read our 2016 - 2018 Strategic Plan.",None,article_00630.pre.xmi:015,[],,,
Click  here  for the full version or  here  for a snapshot.,None,article_00630.pre.xmi:016,[],,,
*****,None,article_00630.pre.xmi:017,[],,,
"Among the hundreds of US SIF members are: investment management and advisory firms, mutual fund companies, research firms, financial planners and advisors, broker-dealers, community investing institutions, non-profit associations, and pension funds, foundations and other asset owners.",None,article_00630.pre.xmi:018,[],,,
"US SIF is supported in its work by the US SIF Foundation, a 501(C)(3) organization that undertakes educational, research and programmatic activities to advance the mission of US SIF.",About,article_00630.pre.xmi:019,"[{u'text': 'US SIF Foundation', u'endOffset': 56, u'beginOffset': 39, u'label': u'Company'}, {u'text': 'educational, research and programmatic activities', u'endOffset': 148, u'beginOffset': 99, u'label': u'ProductService'}]",,,
US SIF is a member of the Global Sustainable Investment Alliance (GSIA).,None,article_00630.pre.xmi:020,[],,,
"Using the Global Reporting Initiative (GRI) Guidelines, our Annual Financial and Sustainability Reports provide an overview of the programs and accomplishments of US SIF and the US SIF Foundation.",None,article_00630.pre.xmi:021,[],,,
Click the following links to learn more:,None,article_00630.pre.xmi:022,[],,,
Log-In,None,article_00631.pre.xmi:001,[],,,
About Us,None,article_00631.pre.xmi:002,[],,,
Thermal Radar was founded in Utah as a Limited Liability Company by Larry Price and Mike Dortch.,None,article_00631.pre.xmi:003,[],,,
"The company was launched in March, 2012.",None,article_00631.pre.xmi:004,[],,,
The company is situated in Utah County just south of Salt Lake City in Utahâs own âsilicon valleyâ, home of many high-tech companies and a hub of innovation.,None,article_00631.pre.xmi:005,[],,
The company now does business globally in over 14 countries addressing the security needs of numerous vertical markets in the commercial and governmental sectors.,About,article_00631.pre.xmi:006,"[{u'text': u'company', u'endOffset': 11, u'beginOffset': 4, u'label': u'Company'}, {u'text': u'globally', u'endOffset': 38, u'beginOffset': 30, u'label': u'MarketLocation'}, {u'text': u'commercial and governmental sectors', u'endOffset': 161, u'beginOffset': 126, u'label': u'MarketSegment'}]",,,
"We are the first company to commercialize a continuous 360 degree thermal camera system, pioneering a new and innovative sector which will grow rapidly in the coming years.",None,article_00631.pre.xmi:007,[],,,
âWe make thermal coverage affordableâ,None,article_00631.pre.xmi:008,[],,,
Thermal Radar @ Utah Innovation Awards,None,article_00631.pre.xmi:009,[],,,
Thermal Radar @ Utah Innovation Awards,None,article_00631.pre.xmi:010,[],,,
Thermal Radar @ Utah Innovation Awards,None,article_00631.pre.xmi:011,[],,,
"To fuel ongoing innovation in an evolving security landscape, Thermal Radar is investing in new technologies and talent.",None,article_00631.pre.xmi:012,[],,,
"Today and into the future, we are committed to helping customers transform their security needs while lowering their overall security costs in an ever challenging and changing security environment.",About,article_00631.pre.xmi:013,"[{u'text': u'we', u'endOffset': 29, u'beginOffset': 27, u'label': u'Company'}, {u'text': u'helping customers transform their security needs while lowering their overall security costs in an ever challenging and changing security environment', u'endOffset': 196, u'beginOffset': 47, u'label': u'ValueProposition'}]",,,
Our Mission & Vision,None,article_00632.pre.xmi:001,[],,,
Mission,None,article_00632.pre.xmi:002,[],,,
"Critical Power USA is a company striving for excellence, sustainable growth, and uncompromised customer satisfaction.",None,article_00632.pre.xmi:003,[],,,
"Our mission is to become the number one critical power service and product provider in the US, by offering high quality products, integrated solutions and an industry leading 24/7 service.",About,article_00632.pre.xmi:004,"[{u'text': u'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'US', u'endOffset': 93, u'beginOffset': 91, u'label': u'MarketLocation'}]",,,
Vision,None,article_00632.pre.xmi:005,[],,,
By focusing on our corporate strengths and building long-lasting business relationships we help our customers succeed in today's competitive and challenging business environment.,None,article_00632.pre.xmi:006,[],,,
"Critical Power USA enables its customers to focus on their core business by guaranteeing the safe, efficient and sustained operation of their critical power systems.",About,article_00632.pre.xmi:007,"[{u'text': u'enables its customers to focus on their core business by guaranteeing the safe, efficient and sustained operation of their critical power systems', u'endOffset': 164, u'beginOffset': 19, u'label': u'ValueProposition'}]",,,
Our Team,None,article_00632.pre.xmi:008,[],,,
"We at Critical Power USA believe that our customers deserve an uncompromised, top-notch service experience.",None,article_00632.pre.xmi:009,[],,,
"Our industry-tenured team is comprised of knowledgeable, experienced and devoted professionals.",None,article_00632.pre.xmi:010,[],,,
"We have created a dynamic and motivating working environment for our team members, enabling them to provide the fastest and most reliable services to all of our customers.",None,article_00632.pre.xmi:011,[],,,
"Our state-of-the-art Facility Manager software suite and database system provides our team members with complete real-time customer profile data, allowing our responses to every situation to be the most efficient and most effective possible.",None,article_00632.pre.xmi:012,[],,,
"If you are looking for the right company to engineer, provide and maintain your critical power systems, Critical Power USA is your best choice.",About,article_00632.pre.xmi:013,"[{u'text': u'critical power systems', u'endOffset': 102, u'beginOffset': 80, u'label': u'ProductService'}, {u'text': u'Critical Power USA', u'endOffset': 122, u'beginOffset': 104, u'label': u'Company'}]",,,
"The combination of skilled experts and custom built software and database is unmatched in the industry, and ensures your 100% satisfaction and smooth business operation.",None,article_00632.pre.xmi:014,[],,,
Christian Davis,None,article_00632.pre.xmi:015,[],,,
Chief Executive Officer,None,article_00632.pre.xmi:016,[],,,
"Christian Davis is the Chief Executive Officer of Critical Power USA, a position he began on January 1st, 2016.",None,article_00632.pre.xmi:017,[],,,
"In ten years of overall service, he has helped Critical Power USA become one of the most recognizable independent providers of critical power services.",About,article_00632.pre.xmi:018,"[{u'text': u'Critical Power USA', u'endOffset': 65, u'beginOffset': 47, u'label': u'Company'}, {u'text': u'critical power services', u'endOffset': 150, u'beginOffset': 127, u'label': u'ProductService'}]",,,
"In the process, the company has grown to more than 30 employees.",None,article_00632.pre.xmi:019,[],,,
"Prior to appointment as CEO, Christian previously held the position of Vice President of Sales at Critical Power USA.",None,article_00632.pre.xmi:020,[],,,
"He also had served as Sales Manager of Critical Power USA's predecessor, System Engineering International since October 2006.",None,article_00632.pre.xmi:021,[],,,
"During his tenure as CEO, Critical Power USA has seen a steady rise in customer and employee satisfaction.",None,article_00632.pre.xmi:022,[],,,
Christian has also managed the strategic growth of the company's recent expansion into the Florida market.,None,article_00632.pre.xmi:023,[],,,
"In a matter of six months, Critical Power USA developed the Florida geographical footprint to five senior Field Services Engineers and a dedicated Regional Administrator.",None,article_00632.pre.xmi:024,[],,,
"With strong ties to his hometown community, Christian's ambition extends well beyond the Critical Power campus.",None,article_00632.pre.xmi:025,[],,,
He serves his community by donating his time coaching his youth league wrestling program alma mater.,None,article_00632.pre.xmi:026,[],,,
Justin McClung,None,article_00632.pre.xmi:027,[],,,
Chief Operating Officer,None,article_00632.pre.xmi:028,[],,,
"Justin McClung currently serves as Critical Power USA's Chief Operating Officer, a role he assumed in January 2016 after spearheading a successful corporate realignment and restructuring initiative.",None,article_00632.pre.xmi:029,[],,,
"During his tenancy with Critical Power USA and its antecedent System Engineering International, Justin has served a multitude of roles, beginning in 2008 as the organization's sole critical power systems field service engineer.",None,article_00632.pre.xmi:030,[],,,
"Over the last eight years, his professional growth has been consistent with the organic growth of the company.",None,article_00632.pre.xmi:031,[],,,
"After successfully fostering and growing a corporate culture-changing facilities preventive maintenance program in six states, Justin was promoted to Director of Services in early 2014, a position that enabled him to directly aid in the expansion of the company's offerings and geographic boundaries.",None,article_00632.pre.xmi:032,[],,,
"As Chief Operating Officer, Justin has worked to develop and deploy cost-saving strategies that have increased the value of the bottom line with no reduction in overall quality of service.",None,article_00632.pre.xmi:033,[],,,
"He has acted as a marketer, an author, a systems architect, an accountant, a dispatcher, a programmer, a trainer and a strategic planner.",None,article_00632.pre.xmi:034,[],,,
"Justin is an avid pianist, guitarist and Minnesota Twins fan—three attributes he hopes to instill in his two children, Ewan and Fallon.",None,article_00632.pre.xmi:035,[],,,
Coverage Area,None,article_00632.pre.xmi:036,[],,,
To maintain our position as one of USA's leading providers of critical power services we have standby engineers available across the country to respond to our customer requests at any time.,About,article_00632.pre.xmi:037,"[{u'text': u'USA', u'endOffset': 38, u'beginOffset': 35, u'label': u'MarketLocation'}, {u'text': u'we', u'endOffset': 88, u'beginOffset': 86, u'label': u'Company'}]",,,
"We support many US institutions, public bodies, industrial and commercial companies such as Comcast, Time Warner Cable and Cox Communications.",None,article_00632.pre.xmi:038,[],,,
We pride ourselves on our fast response time as well as supporting our partners whenever and wherever they need us.,None,article_00632.pre.xmi:039,[],,,
News,None,article_00632.pre.xmi:040,[],,,
Unified Power Continues Fast Pace of Acquisitions With Purchase of Critical Power USA,None,article_00632.pre.xmi:041,[],,,
"TERRELL, TEXAS — Less than two weeks after welcoming 24/7 Technology to the Unified Power family, the company is pleased to announce the acquisition of Critical Power USA.",None,article_00632.pre.xmi:042,[],,,
The latest purchase underscores Unified Power's ongoing commitment to bring together the nation's most advanced critical power services companies under a single nationwide brand.,None,article_00632.pre.xmi:043,[],,,
"Since 1977, Maryland-based Critical Power USA (previously operated under the name System Engineering International) has dominated the Mid-Atlantic market, offering critical power services and solutions to small, medium and large businesses.",About,article_00632.pre.xmi:044,"[{u'text': u'Critical Power USA', u'endOffset': 45, u'beginOffset': 27, u'label': u'Company'}, {u'text': u'Mid-Atlantic market', u'endOffset': 153, u'beginOffset': 134, u'label': u'MarketSegment'}, {u'text': u'critical power services and solutions', u'endOffset': 201, u'beginOffset': 164, u'label': u'ProductService'}, {u'text': u'small, medium and large businesses', u'endOffset': 239, u'beginOffset': 205, u'label': u'MarketProfile'}]",,,
"All employees of Critical Power USA will join the Unified Power family, significantly bolstering Unified Power's service coverage across the East Coast from Maine to Florida.",None,article_00632.pre.xmi:045,[],,,
"Critical Power USA's CEO, Christian Davis will remain with the company as Vice President and General Manager.",None,article_00632.pre.xmi:046,[],,,
"""Incorporating the highly skilled technicians and seasoned management team from Critical Power USA will result in enhanced customer satisfaction with quicker service response times and increased technician coverage throughout the eastern region,"" said Chris Roach, President and CEO of Unified Power.",None,article_00632.pre.xmi:047,[],,,
"""As a result of this acquisition, Unified Power has significantly improved its ability to deliver an exceptional service offering to the telecom market with DC trained service technicians,"" noted Sam Brown, EVP Business Development.",None,article_00632.pre.xmi:048,[],,,
"""We will continue to leverage Critical Power USA's relationships with existing customers.""",None,article_00632.pre.xmi:049,[],,,
"The Unified Power brand began in January 2011 when Pfingsten Partners purchased On Computer Services, a national critical power service company located in Terrell, Texas.",About,article_00632.pre.xmi:050,"[{u'text': u'On Computer Services', u'endOffset': 100, u'beginOffset': 80, u'label': u'Company'}, {u'text': u'critical power service', u'endOffset': 135, u'beginOffset': 113, u'label': u'ProductService'}]",,,
"The company has invested heavily into systems, product training, technical support and parts logistics in order to maximize the service experience and reduce risk for its rapidly expanding group of Fortune 500 customers.",None,article_00632.pre.xmi:051,[],,,
"Unified Power has provided thousands of companies across the nation with affordable and reliable critical power services for their UPS, DC Plant, and battery systems for more than two decades.",About,article_00632.pre.xmi:052,"[{u'text': u'Unified Power', u'endOffset': 13, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'critical power services', u'endOffset': 120, u'beginOffset': 97, u'label': u'ProductService'}]",,,
"The strategy has been well received in the marketplace, catapulting Unified Power to continued double-digit growth while maintaining a world-class service quality rating.",None,article_00632.pre.xmi:053,[],,,
"Currently providing services to more than 3,000 customers, the company is well capitalized and aggressively seeking to acquire additional customer-focused, critical power service companies that share the same vision.",None,article_00632.pre.xmi:054,[],,,
"Other companies that fall under the Unified Power brand include Power Protection Unlimited (Maryland), Sun Sales Company (New Mexico), UPSCO (Ohio), Power Protection Services (Texas), the UPS division of LionHeart Power Systems (Illinois), and 24/7 Technology (Georgia).",None,article_00632.pre.xmi:055,[],,,
"For more information on the purchase of Critical Power USA, please contact April McCarra, Director of Corporate Communications, at April.McCarra@UnifiedPowerUSA.com , or 443-460-4127 , or visit www.unifiedpowerusa.com .",None,article_00632.pre.xmi:056,[],,,
More News,None,article_00632.pre.xmi:057,[],,,
Contact,None,article_00633.pre.xmi:001,[],,,
About Pika Energy,None,article_00633.pre.xmi:002,[],,,
"Pika Energy, Inc. is a Westbrook, Maine-based manufacturer of direct current (DC) power electronics.",About,article_00633.pre.xmi:003,"[{u'text': u'Pika Energy, Inc.', u'endOffset': 17, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'direct current (DC) power electronics', u'endOffset': 99, u'beginOffset': 62, u'label': u'ProductService'}]",,,
Pika Energy products and components are installed throughout North America and in select international markets.,About,article_00633.pre.xmi:004,"[{u'text': u'Pika Energy', u'endOffset': 11, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'North America', u'endOffset': 74, u'beginOffset': 61, u'label': u'MarketLocation'}, {u'text': u'select international markets', u'endOffset': 110, u'beginOffset': 82, u'label': u'MarketLocation'}]",,,
"All Pika Energy products are designed, tested, and manufactured in the United States, using domestic materials.",None,article_00633.pre.xmi:005,[],,,
"Founded in 2010 by MIT-educated engineers, Pika Energy manufactures high-efficiency, bidirectional inverters and power converters, small wind turbines, and substring solar optimizers.",About,article_00633.pre.xmi:006,"[{u'text': u'Pika Energy', u'endOffset': 54, u'beginOffset': 43, u'label': u'Company'}, {u'text': u'inverters and power converters, small wind turbines, and substring solar optimizers', u'endOffset': 182, u'beginOffset': 99, u'label': u'ProductService'}]",,,
"Pika Energy's mission is to power the transition from fossil fuel energy sources to clean, smart, renewable energy.",About,article_00633.pre.xmi:007,"[{u'text': u'Pika Energy', u'endOffset': 11, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'power the transition from fossil fuel energy sources to clean, smart, renewable energy', u'endOffset': 114, u'beginOffset': 28, u'label': u'Purpose'}]",,,
Learn about the Pika Energy company name here .,None,article_00633.pre.xmi:008,[],,,
"All Pika Energy products are powered by the patented REbus DC Nanogrid™, a smart 380VDC bus that provides power transmission, control, and data on the same wires.",None,article_00633.pre.xmi:009,[],,,
"REbus-enabled products automate the flow of clean power, enabling buildings to seamlessly collect, store, sell, or self-consume energy.",None,article_00633.pre.xmi:010,[],,,
"Pika Energy works with industry-leading partners to accelerate the adoption of clean energy with innovative products that are smart, simple to use, and affordable to own.",About,article_00633.pre.xmi:011,"[{u'text': u'Pika Energy', u'endOffset': 11, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'accelerate the adoption of clean energy with innovative products that are smart, simple to use, and affordable to own', u'endOffset': 169, u'beginOffset': 52, u'label': u'Purpose'}]",,,
Careers,None,article_00634.pre.xmi:001,[],,,
About Us,None,article_00634.pre.xmi:002,[],,,
Ceres Solutions is a partnership of 100% farmer-owned local cooperatives.,None,article_00634.pre.xmi:003,[],,,
"We are a leading supplier of agronomy inputs, seed, technology, information, power fuels, lubes, propane gas and more.",About,article_00634.pre.xmi:004,"[{u'text': 'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'agronomy inputs, seed, technology, information, power fuels, lubes, propane gas', u'endOffset': 108, u'beginOffset': 29, u'label': u'ProductService'}]",,,
"With outlets in 13 western Indiana counties, our experienced local teams will work hard to earn and keep your trust.",About,article_00634.pre.xmi:005,"[{u'text': 'western Indiana counties', u'endOffset': 43, u'beginOffset': 19, u'label': u'MarketLocation'}, {u'text': 'our', u'endOffset': 48, u'beginOffset': 45, u'label': u'Company'}]",,,
Thank you for the opportunity.,None,article_00634.pre.xmi:006,[],,,
Enough about us... let's talk about you.,None,article_00634.pre.xmi:007,[],,,
What can we do for you?,None,article_00634.pre.xmi:008,[],,,
Let's have a conversation, let's gather information.,None,article_00634.pre.xmi:009,[],,
Let's open your account so we can deliver results for you.,None,article_00634.pre.xmi:010,[],,,
Not yet a customer?,None,article_00634.pre.xmi:011,[],,,
Starts with one click:   account credit form .,None,article_00634.pre.xmi:012,[],,,
About Us,None,article_00634.pre.xmi:013,[],,,
Email,None,article_00635.pre.xmi:001,[],,,
"Founded in 1995, Phase 2 partners with medical device market leaders and innovators to design, assemble, and package single-use instruments and disposables.",About,article_00635.pre.xmi:002,"[{u'text': 'Phase 2', u'endOffset': 24, u'beginOffset': 17, u'label': u'Company'}, {u'text': 'single-use instruments and disposables', u'endOffset': 155, u'beginOffset': 117, u'label': u'ProductService'}]",,,
"With our comprehensive design and manufacturing capabilities, we help our customers at each stage of the product life cycle from device innovation, to new product introduction, program transfers or end of life programs.",None,article_00635.pre.xmi:003,[],,,
"We are 100% focused on design and manufacturing low to medium volume, Class I, II and III single use instruments and disposable medical devices.",About,article_00635.pre.xmi:004,"[{u'text': 'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'single use instruments and disposable medical devices', u'endOffset': 143, u'beginOffset': 90, u'label': u'ProductService'}]",,,
"Lean is more than a process at Phase 2, it's our culture.",None,article_00635.pre.xmi:005,[],,,
"The benefits of our lean systems can be realized through supply chain, warehousing, assembly, testing, packaging, sterilization and distribution.",None,article_00635.pre.xmi:006,[],,,
Our Media Partners,None,article_00635.pre.xmi:007,[],,,
About Phase 2,None,article_00635.pre.xmi:008,[],,,
"We partner with medical device market leaders and innovators to design, assemble, and package single-use instruments and disposables.",About,article_00635.pre.xmi:009,"[{u'text': 'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'single-use instruments and disposables', u'endOffset': 132, u'beginOffset': 94, u'label': u'ProductService'}]",,,
"With our comprehensive design and manufacturing capabilities, we help our customers at each stage of the product life cycle from device innovation, to new product introduction, program transfers or end of life programs.",None,article_00635.pre.xmi:010,[],,,
100% Medical Device Focus,None,article_00635.pre.xmi:011,[],,,
"We are 100% focused on design and manufacturing low to medium volume, Class I, II and III single use instruments and disposable medical devices.",About,article_00635.pre.xmi:012,"[{u'text': 'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'single use instruments and disposable medical devices', u'endOffset': 143, u'beginOffset': 90, u'label': u'ProductService'}]",,,
Locations,None,article_00635.pre.xmi:013,[],,,
About Us admin 2015-02-24T02:06:21+00:00,None,article_00636.pre.xmi:001,[],,,
Welcome To CogentPartners,None,article_00636.pre.xmi:002,[],,,
Cogent Partners promise to you is to provide economical offshore sourcing with honesty and integrity.,About,article_00636.pre.xmi:003,"[{u'text': 'Cogent Partners', u'endOffset': 15, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'economical offshore sourcing with honesty and integrity', u'endOffset': 100, u'beginOffset': 45, u'label': u'ValueProposition'}]",,,
"With over 20 years of experience, our goal is to create highly innovative, captivating, and profitable products that will exceed your expectations.",About,article_00636.pre.xmi:004,"[{u'text': 'our', u'endOffset': 37, u'beginOffset': 34, u'label': u'Company'}, {u'text': 'create highly innovative, captivating, and profitable products that will exceed your expectations', u'endOffset': 146, u'beginOffset': 49, u'label': u'Purpose'}]",,,
"Founded by James Chen and Peter Chang, Cogent Partners is an American company with offices in California and China.",None,article_00636.pre.xmi:005,[],,,
"Over the next ten years the two founders methodically formed partnerships with factories, grew their list of clients, and expanded Cogent Partners' capabilities.",None,article_00636.pre.xmi:006,[],,,
"Today, Cogent Partners has built a network of over 120 offshore factories, manufactured award-winning packages, and has grown into a fully integrated sourcing service.",About,article_00636.pre.xmi:007,"[{u'text': 'Cogent Partners', u'endOffset': 22, u'beginOffset': 7, u'label': u'Company'}, {u'text': 'sourcing service', u'endOffset': 166, u'beginOffset': 150, u'label': u'ProductService'}]",,,
"Cogent Partners, Inc. is headquartered in Pomona, California.",None,article_00636.pre.xmi:008,[],,,
We operate our own warehouse and have 3rd party warehousing partners servicing all lower 48 states.,None,article_00636.pre.xmi:009,[],,,
We specialize in turnkey China packaging solutions for your products.,About,article_00636.pre.xmi:010,"[{u'text': 'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'turnkey China packaging solutions', u'endOffset': 50, u'beginOffset': 17, u'label': u'ProductService'}]",,,
Contact Info,None,article_00636.pre.xmi:011,[],,,
"103 Exchange Place Pomona, CA 91768",None,article_00636.pre.xmi:012,[],,,
Phone: 1-888-902-3888 (Toll Free) Office: 909-595-5999,None,article_00636.pre.xmi:013,[],,,
Fax: 909-595 -7959,None,article_00636.pre.xmi:014,[],,,
About Us,None,article_00637.pre.xmi:001,[],,,
We create benefits solutions that fit your business,About,article_00637.pre.xmi:002,"[{u'text': 'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'benefits solutions', u'endOffset': 28, u'beginOffset': 10, u'label': u'ProductService'}]",,,
SIG is an employee benefits firm dedicated to partnering with clients and delivering exceptional customer service.,About,article_00637.pre.xmi:003,"[{u'text': 'SIG', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'employee benefits firm', u'endOffset': 32, u'beginOffset': 10, u'label': u'ProductService'}, {u'text': 'partnering with clients and delivering exceptional customer service', u'endOffset': 113, u'beginOffset': 46, u'label': u'Purpose'}]",,,
"Today, we have over 40 licensed employees who service more than 400 corporate clients with employees located nationally and internationally, as well as engaging programs focused solely on the health and wellness of employees.",None,article_00637.pre.xmi:004,[],,,
"The inspirational basis for SIG's operating business principles is: ""If you take care of Baltimore, Baltimore will take care of you.""",None,article_00637.pre.xmi:005,[],,,
"This philosophy has instilled itself in the SIG culture and practice of all employees, and has made SIG one of the leading benefits consultants in the country.",About,article_00637.pre.xmi:006,"[{u'text': 'SIG', u'endOffset': 103, u'beginOffset': 100, u'label': u'Company'}, {u'text': 'benefits consultants', u'endOffset': 143, u'beginOffset': 123, u'label': u'ProductService'}]",,,
"SIG has years of industry experience, which has given us an edge over the competition in the vast wealth of knowledge and resources we have gathered.",None,article_00637.pre.xmi:007,[],,,
"Our employees are passionate about helping and forming long-lasting relationships with others, and when you partner with SIG, we become a true extension of your company.",None,article_00637.pre.xmi:008,[],,,
Mission,None,article_00637.pre.xmi:009,[],,,
SIG goes the extra mile to help navigate the healthcare system and marketplace for our clients in order to advise them on the creation of comprehensive benefits plans that align with their core values to maximize their investment while controlling their costs.,About,article_00637.pre.xmi:010,"[{u'text': 'SIG', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'maximize their investment while controlling their costs', u'endOffset': 259, u'beginOffset': 204, u'label': u'ValueProposition'}]",,,
Our team-oriented approach allows us to become an extension of our clients' HR departments.,None,article_00637.pre.xmi:011,[],,,
"Through our vast knowledge and resource base, we keep our clients educated and well informed with the ever-changing healthcare regulations and marketplace.",About,article_00637.pre.xmi:012,"[{u'text': 'we', u'endOffset': 48, u'beginOffset': 46, u'label': u'Company'}, {u'text': 'educated and well informed with the ever-changing healthcare regulations and marketplace', u'endOffset': 154, u'beginOffset': 66, u'label': u'ValueProposition'}]",,,
Core Values,None,article_00637.pre.xmi:013,[],,,
"In order to create the organizational culture we desire, we embrace and embody the following core values:",None,article_00637.pre.xmi:014,[],,,
Partnership,None,article_00637.pre.xmi:015,[],,,
Events /,None,article_00638.pre.xmi:001,[],,,
"Founded in 1988, Information Technologies, LLC (ITI) is a privately owned, full service vertical market software development firm, exclusively serving the public safety community.",About,article_00638.pre.xmi:002,"[{u'text': 'Information Technologies, LLC (ITI)', u'endOffset': 52, u'beginOffset': 17, u'label': u'Company'}, {u'text': 'vertical market software development firm', u'endOffset': 129, u'beginOffset': 88, u'label': u'ProductService'}]",,,
"Having celebrated our 25th anniversary in April, 2013, ITI continues our commitment to providing state-of-the-art products coupled with outstanding service, all at a reasonable price.",About,article_00638.pre.xmi:003,"[{u'text': 'ITI', u'endOffset': 58, u'beginOffset': 55, u'label': u'Company'}, {u'text': 'providing state-of-the-art products coupled with outstanding service, all at a reasonable price', u'endOffset': 182, u'beginOffset': 87, u'label': u'ValueProposition'}]",,,
"ITI serves client agencies in over 44 States from our central location in St. Louis County, MO.",None,article_00638.pre.xmi:004,[],,,
"Our typical clients are police, fire and EMS dispatch centers, police and sheriff's departments, county jails, municipal courts and public works (code enforcement) departments.",About,article_00638.pre.xmi:005,"[{u'text': 'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': ""police, fire and EMS dispatch centers, police and sheriff's departments, county jails, municipal courts and public works (code enforcement) departments"", u'endOffset': 175, u'beginOffset': 24, u'label': u'MarketProfile'}]",,,
All vendors say that they are committed to providing the best products and services at the best price.,None,article_00638.pre.xmi:006,[],,,
Actions speak louder than words.,None,article_00638.pre.xmi:007,[],,,
"We encourage you to visit with our valued clients, and to compare our products and services, along with our prices, to those of our competitors.",None,article_00638.pre.xmi:008,[],,,
What you will find is that ITI truly has found a new way to bring technology to the end-user at an affordable price.,About,article_00638.pre.xmi:009,"[{u'text': 'ITI', u'endOffset': 30, u'beginOffset': 27, u'label': u'Company'}, {u'text': 'bring technology to the end-user at an affordable price', u'endOffset': 115, u'beginOffset': 60, u'label': u'ValueProposition'}]",,,
We've done this by developing configurable software that is easily adapted to our clients' environment.,None,article_00638.pre.xmi:010,[],,,
"The results have been impressive, and without the expense of custom software and services.",None,article_00638.pre.xmi:011,[],,,
Every member of the ITI team is an integral part of the success of your project.,None,article_00638.pre.xmi:012,[],,,
"Our staff employs not only technical expertise, but empathy, as we tackle the myriad of issues involved in installing and maintaining a modern public safety system.",None,article_00638.pre.xmi:013,[],,,
"Our old fashioned values of work hard, do a great job for our clients and have fun may seem out of place in our fast moving world, but they have served ITI and our clients well as we have implemented hundreds of successful projects.",None,article_00638.pre.xmi:014,[],,,
Can your agency be next?,None,article_00638.pre.xmi:015,[],,,
"The management, sales and technical staffs of ITI would be proud to display your agency's patch alongside our growing list of over 600 installations.",None,article_00638.pre.xmi:016,[],,,
"For more information, contact an ITI sales representative at 800-814-4843 or sales@itiusa.com .",None,article_00638.pre.xmi:017,[],,,
Cart,None,article_00639.pre.xmi:001,[],,,
About Us,None,article_00639.pre.xmi:002,[],,,
"For years, we aspired to name-brand luxury furniture beyond our reach.",None,article_00639.pre.xmi:003,[],,,
"The alternatives were mass-produced, uninspired, or ""value"" - with pieces that literally wouldn't hold up.",None,article_00639.pre.xmi:004,[],,,
"Faced with these options, we decided to craft our own approach.",None,article_00639.pre.xmi:005,[],,,
"Built on a foundation of authentic relationships, nothing stands between our maker's craftsmanship and the affordability we can uniquely pass along to you.",None,article_00639.pre.xmi:006,[],,,
Our Process,None,article_00639.pre.xmi:007,[],,,
Strong partnerships and close attention to detail are integral to our process.,None,article_00639.pre.xmi:008,[],,,
"These tenets are reflected in our unique approach, which emphasizes:",None,article_00639.pre.xmi:009,[],,,
High-Quality,None,article_00639.pre.xmi:010,[],,,
We've selected factory partners who meet our high standards.,None,article_00639.pre.xmi:011,[],,,
We inspect every piece thoroughly and throughout the manufacturing process.,None,article_00639.pre.xmi:012,[],,,
Singular Design,None,article_00639.pre.xmi:013,[],,,
"Our focus is on timeless, modern design that mixes well in most any aesthetic.",None,article_00639.pre.xmi:014,[],,,
We only offer designs that we are passionate about.,None,article_00639.pre.xmi:015,[],,,
Customization,None,article_00639.pre.xmi:016,[],,,
"All of our furniture is made-to-order, and you can customize nearly all of our pieces without significantly altering the price.",None,article_00639.pre.xmi:017,[],,,
Real Value,None,article_00639.pre.xmi:018,[],,,
Our process bypasses unnecessary middlemen and markups.,None,article_00639.pre.xmi:019,[],,,
"We pride ourselves on offering well-crafted, highly-custom pieces at an uncommon value.",None,article_00639.pre.xmi:020,[],,,
Customer Focus,None,article_00639.pre.xmi:021,[],,,
"When you purchase from Interior Define, you're provided an individual point of contact for order tracking, questions, and help with delivery.",None,article_00639.pre.xmi:022,[],,,
We even offer 365-day returns.,None,article_00639.pre.xmi:023,[],,,
A Sofa Tale,None,article_00639.pre.xmi:024,[],,,
Two main inputs influence the retail price of a sofa.,None,article_00639.pre.xmi:025,[],,,
How it Gets to You,None,article_00639.pre.xmi:026,[],,,
Furniture often passes through several sets of hands before arriving in your living room.,None,article_00639.pre.xmi:027,[],,,
Retailers that do source directly from manufacturers mark up prices to support top-heavy retail operations.,None,article_00639.pre.xmi:028,[],,,
